id_del_producto,fecha_del_pedido,cantidad
MAT-AR-10003293,2017-04-24,7
MAT-CA-10002822,2017-04-24,2
TEC-AC-10004554,2017-04-24,2
MAT-SO-10001865,2017-04-24,3
MAT-AL-10002433,2017-04-24,3
MOB-ME-10002413,2017-04-24,6
MOB-LI-10001389,2017-04-24,3
MAT-AL-10000423,2017-05-01,5
TEC-AC-10003196,2017-05-01,5
MAT-AR-10004211,2017-05-01,6
MAT-AL-10004285,2017-05-01,7
MAT-SU-10001673,2017-05-01,2
MOB-SI-10000713,2017-05-01,7
MAT-PA-10000047,2017-05-01,3
MAT-EL-10004984,2017-05-01,2
MAT-AR-10004426,2017-05-01,3
MAT-PA-10004931,2017-05-01,1
MAT-GR-10001652,2017-05-01,5
MAT-GR-10004309,2017-05-01,2
MOB-SI-10001686,2017-05-01,14
TEC-AC-10003462,2017-05-01,2
MOB-SI-10000876,2017-05-01,7
MAT-PA-10004917,2017-05-01,3
MAT-GR-10000909,2017-05-01,2
MAT-EL-10001369,2017-05-01,3
MAT-ET-10004223,2017-05-01,3
MAT-CA-10004672,2017-05-01,3
TEC-AC-10001628,2017-05-01,2
TEC-TE-10003464,2017-05-01,7
MAT-SO-10000511,2017-05-01,2
MOB-LI-10003828,2017-05-01,2
MAT-AL-10004960,2017-05-01,3
MAT-PA-10003283,2017-05-01,2
MAT-GR-10002728,2017-05-01,2
TEC-MÁ-10003125,2017-05-01,2
TEC-TE-10004413,2017-05-01,2
MAT-CA-10001949,2017-05-01,4
TEC-TE-10001012,2017-05-01,3
MAT-PA-10003897,2017-05-01,5
MAT-CA-10002468,2017-05-01,14
MAT-ET-10001984,2017-05-01,4
MAT-AL-10004790,2017-05-01,7
MAT-SO-10004692,2017-05-01,3
MAT-GR-10000400,2017-05-01,2
MAT-PA-10000748,2017-05-01,4
MAT-PA-10002010,2017-05-01,7
MAT-EL-10001001,2017-05-01,2
MAT-AL-10001380,2017-05-01,7
MAT-PA-10000749,2017-05-01,5
MAT-GR-10001828,2017-05-01,5
MOB-MO-10001078,2017-05-01,2
TEC-TE-10004904,2017-05-01,3
MOB-MO-10002713,2017-05-01,2
MOB-SI-10002841,2017-05-01,3
MAT-AL-10002814,2017-05-01,4
MAT-GR-10001853,2017-05-08,4
MAT-SO-10004692,2017-05-08,2
TEC-AC-10002869,2017-05-08,5
MOB-SI-10004307,2017-05-08,1
MOB-SI-10003241,2017-05-08,3
MOB-SI-10004976,2017-05-08,7
MAT-SO-10003972,2017-05-08,2
MAT-AR-10001425,2017-05-08,4
MOB-SI-10001320,2017-05-08,2
MAT-AL-10004320,2017-05-08,1
MAT-AL-10001746,2017-05-08,3
MAT-EL-10002067,2017-05-08,2
MOB-MO-10003614,2017-05-08,5
MAT-CA-10004689,2017-05-08,3
TEC-CO-10002593,2017-05-08,6
MOB-MO-10001880,2017-05-08,3
MOB-MO-10001525,2017-05-08,1
TEC-AC-10004585,2017-05-08,1
MAT-CA-10004470,2017-05-08,14
MAT-PA-10001943,2017-05-08,3
TEC-TE-10004109,2017-05-08,3
MAT-SU-10003841,2017-05-08,2
MAT-CA-10002687,2017-05-08,5
MAT-PA-10002872,2017-05-08,3
MAT-EL-10003270,2017-05-08,6
MAT-AL-10002116,2017-05-08,3
MOB-LI-10002053,2017-05-08,3
MAT-EL-10004539,2017-05-08,1
MAT-AL-10000301,2017-05-08,6
TEC-CO-10003950,2017-05-08,2
MOB-SI-10000063,2017-05-08,4
MAT-GR-10001064,2017-05-08,4
MAT-AL-10003707,2017-05-08,3
MAT-PA-10000211,2017-05-08,2
MAT-ET-10003861,2017-05-08,3
MAT-AL-10003691,2017-05-08,3
MAT-GR-10000992,2017-05-08,1
TEC-TE-10004681,2017-05-08,2
MAT-GR-10000248,2017-05-15,1
MAT-CA-10001118,2017-05-15,8
TEC-AC-10001690,2017-05-15,2
MAT-SO-10000960,2017-05-15,3
TEC-CO-10004072,2017-05-15,4
MOB-LI-10004778,2017-05-15,6
MAT-SO-10001620,2017-05-15,3
MAT-GR-10002774,2017-05-15,3
MOB-MO-10004653,2017-05-15,5
MAT-AL-10001030,2017-05-15,3
MOB-SI-10004998,2017-05-15,3
MAT-SO-10003264,2017-05-15,2
MAT-AR-10000761,2017-05-15,1
MAT-AL-10002199,2017-05-15,9
TEC-AC-10000079,2017-05-15,3
MAT-ET-10002275,2017-05-15,4
TEC-AC-10000155,2017-05-15,2
MAT-PA-10003747,2017-05-15,7
MOB-LI-10001430,2017-05-15,7
MAT-CA-10004608,2017-05-15,6
MAT-AR-10001425,2017-05-15,1
MOB-SI-10001686,2017-05-15,2
MOB-SI-10004248,2017-05-15,5
MOB-MO-10004685,2017-05-15,2
MAT-CA-10003905,2017-05-15,2
MAT-AL-10003138,2017-05-15,3
MAT-SO-10001971,2017-05-15,2
TEC-CO-10002286,2017-05-15,3
MAT-CA-10004778,2017-05-15,5
MOB-SI-10002690,2017-05-15,2
MAT-SU-10001165,2017-05-15,5
MOB-MO-10002677,2017-05-15,3
TEC-AC-10003107,2017-05-15,3
MAT-AL-10003427,2017-05-15,2
MAT-SU-10003038,2017-05-15,3
MOB-SI-10002977,2017-05-15,3
TEC-TE-10001615,2017-05-15,6
MAT-AR-10002616,2017-05-15,3
TEC-CO-10003478,2017-05-15,3
MAT-CA-10004688,2017-05-15,3
MOB-MO-10001014,2017-05-15,7
MOB-SI-10003747,2017-05-15,3
MAT-CA-10000847,2017-05-15,3
MAT-SO-10002878,2017-05-15,1
TEC-CO-10002970,2017-05-15,1
MOB-SI-10000533,2017-05-15,3
TEC-TE-10004444,2017-05-22,4
MAT-SO-10003866,2017-05-22,2
MAT-CA-10004788,2017-05-22,2
TEC-TE-10004232,2017-05-22,4
MAT-CA-10004474,2017-05-22,5
MAT-AR-10000190,2017-05-22,2
MOB-MO-10000918,2017-05-22,4
TEC-CO-10001790,2017-05-22,2
MOB-MO-10003628,2017-05-22,14
MOB-MO-10003508,2017-05-22,3
MOB-MO-10002863,2017-05-22,4
MAT-PA-10000999,2017-05-22,2
TEC-CO-10002358,2017-05-22,1
MAT-AR-10004766,2017-05-22,6
TEC-CO-10002624,2017-05-22,8
TEC-CO-10003478,2017-05-22,5
TEC-TE-10003660,2017-05-22,4
TEC-CO-10003675,2017-05-22,2
MAT-EL-10003619,2017-05-22,6
MAT-CA-10001118,2017-05-22,2
MAT-EL-10003493,2017-05-22,5
MOB-MO-10001820,2017-05-22,3
TEC-CO-10001522,2017-05-22,4
MOB-MO-10004368,2017-05-22,7
MAT-AR-10004550,2017-05-22,2
TEC-AC-10001341,2017-05-22,1
MOB-SI-10004970,2017-05-22,6
TEC-AC-10001933,2017-05-22,2
MAT-GR-10003462,2017-05-22,1
MAT-GR-10003500,2017-05-22,4
MAT-GR-10003937,2017-05-22,4
MAT-AR-10002543,2017-05-22,1
MAT-AR-10002828,2017-05-22,1
MAT-GR-10001500,2017-05-22,3
MAT-GR-10001148,2017-05-22,6
MAT-AL-10003714,2017-05-22,5
MAT-AR-10003879,2017-05-22,3
MAT-GR-10000992,2017-05-22,7
MAT-PA-10000362,2017-05-22,6
TEC-CO-10000924,2017-05-22,8
MOB-LI-10004334,2017-05-22,2
MAT-CA-10001690,2017-05-22,6
MAT-EL-10000013,2017-05-22,2
MAT-CA-10002956,2017-05-22,7
MAT-PA-10003982,2017-05-22,5
TEC-TE-10001768,2017-05-22,5
MAT-SU-10001973,2017-05-22,3
TEC-TE-10002150,2017-05-22,4
MAT-PA-10003921,2017-05-22,4
MAT-CA-10003756,2017-05-22,7
MAT-SU-10001448,2017-05-22,2
MAT-EL-10002371,2017-05-22,5
MAT-SU-10004570,2017-05-22,3
MAT-CA-10002828,2017-05-22,6
MAT-SU-10003439,2017-05-22,3
MAT-CA-10004015,2017-05-22,7
MAT-ET-10004676,2017-05-22,4
MAT-SO-10004767,2017-05-22,1
MAT-ET-10004022,2017-05-22,1
MAT-AL-10002011,2017-05-22,4
MAT-AR-10002708,2017-05-29,8
MAT-CA-10003307,2017-05-29,7
MAT-SO-10001750,2017-05-29,1
MAT-SU-10002562,2017-05-29,3
MAT-SU-10001587,2017-05-29,5
MAT-SU-10001673,2017-05-29,3
MOB-SI-10002059,2017-05-29,3
MAT-AR-10002200,2017-05-29,1
MAT-AR-10001930,2017-05-29,2
MOB-SI-10003958,2017-05-29,7
MAT-SU-10001329,2017-05-29,5
MOB-SI-10004792,2017-05-29,3
MOB-SI-10004799,2017-05-29,4
TEC-AC-10001543,2017-05-29,2
TEC-AC-10000155,2017-05-29,3
MAT-AR-10000611,2017-05-29,4
TEC-AC-10000918,2017-05-29,2
MAT-AR-10002566,2017-05-29,4
MAT-SU-10002909,2017-05-29,4
MOB-LI-10003478,2017-05-29,6
MOB-MO-10004685,2017-05-29,2
MAT-AL-10002072,2017-05-29,6
TEC-CO-10004724,2017-05-29,8
MOB-LI-10002758,2017-05-29,3
TEC-CO-10004602,2017-05-29,5
MOB-LI-10004751,2017-05-29,5
MAT-AL-10002297,2017-05-29,2
MOB-ME-10001077,2017-05-29,3
MAT-CA-10001945,2017-05-29,8
MOB-LI-10002420,2017-05-29,4
MAT-CA-10002100,2017-05-29,3
MOB-MO-10000586,2017-05-29,2
MAT-SU-10003144,2017-05-29,3
MOB-LI-10002187,2017-05-29,4
MOB-LI-10001121,2017-05-29,2
TEC-CO-10003145,2017-05-29,3
MOB-MO-10002501,2017-05-29,4
MAT-AL-10001746,2017-05-29,5
TEC-TE-10000708,2017-05-29,7
MOB-MO-10003254,2017-05-29,5
MAT-AL-10003093,2017-05-29,6
MAT-AL-10001420,2017-05-29,4
MAT-CA-10002822,2017-05-29,3
TEC-TE-10001364,2017-05-29,3
MOB-MO-10004676,2017-05-29,3
MOB-MO-10001228,2017-05-29,3
MAT-AL-10000575,2017-05-29,4
MAT-ET-10003031,2017-05-29,8
MAT-GR-10001064,2017-05-29,4
MAT-GR-10001910,2017-05-29,3
MAT-GR-10003379,2017-05-29,3
MAT-GR-10003937,2017-05-29,3
MAT-GR-10003500,2017-05-29,3
MAT-EL-10002503,2017-05-29,5
MAT-PA-10004097,2017-05-29,3
MAT-PA-10002549,2017-05-29,7
MAT-EL-10003594,2017-05-29,3
MAT-GR-10003938,2017-05-29,4
MAT-GR-10002741,2017-05-29,1
MAT-SO-10001188,2017-05-29,2
MAT-GR-10000059,2017-05-29,2
MAT-GR-10002630,2017-05-29,3
MAT-GR-10001590,2017-05-29,2
MAT-PA-10002010,2017-05-29,7
MAT-SU-10000079,2017-06-05,4
MAT-ET-10001335,2017-06-05,4
MAT-ET-10002839,2017-06-05,9
MAT-CA-10001605,2017-06-05,4
MAT-CA-10004172,2017-06-05,1
MAT-EL-10003270,2017-06-05,2
MAT-EL-10002482,2017-06-05,11
MAT-ET-10003652,2017-06-05,7
MAT-ET-10001516,2017-06-05,3
MAT-AR-10001289,2017-06-05,2
MAT-AR-10001930,2017-06-05,2
MOB-MO-10002101,2017-06-05,6
MAT-CA-10004672,2017-06-05,7
TEC-CO-10003675,2017-06-05,3
MAT-SO-10000132,2017-06-05,4
TEC-CO-10000186,2017-06-05,2
MAT-PA-10003339,2017-06-05,5
TEC-TE-10002351,2017-06-05,6
MOB-LI-10003192,2017-06-05,2
MAT-PA-10003351,2017-06-05,3
MOB-MO-10004035,2017-06-05,3
MOB-SI-10000143,2017-06-05,2
MAT-AR-10001649,2017-06-05,3
MAT-AR-10001651,2017-06-05,2
MAT-AL-10000423,2017-06-05,2
TEC-AC-10003489,2017-06-05,1
MOB-MO-10000993,2017-06-05,3
MOB-SI-10004172,2017-06-05,9
TEC-CO-10000984,2017-06-05,5
MAT-SO-10002824,2017-06-05,3
MAT-AL-10003416,2017-06-05,5
MAT-ET-10003314,2017-06-05,8
MAT-SO-10000871,2017-06-05,6
MOB-SI-10004087,2017-06-05,4
MAT-PA-10002356,2017-06-05,3
TEC-TE-10004409,2017-06-05,4
MAT-AL-10003398,2017-06-05,5
MAT-AL-10000690,2017-06-05,9
MOB-MO-10000131,2017-06-05,4
MAT-ET-10002044,2017-06-05,3
MAT-AL-10000561,2017-06-05,2
TEC-CO-10001781,2017-06-05,8
MAT-SO-10002541,2017-06-05,3
MAT-AR-10004391,2017-06-05,2
MOB-MO-10004975,2017-06-05,2
MOB-MO-10001909,2017-06-05,3
MAT-GR-10000730,2017-06-05,3
MOB-MO-10001922,2017-06-05,8
MAT-EL-10004730,2017-06-05,1
MAT-AL-10003016,2017-06-05,2
MAT-SO-10004493,2017-06-05,2
MAT-PA-10003405,2017-06-05,4
MAT-SO-10003866,2017-06-05,4
MOB-LI-10002910,2017-06-05,2
MOB-SI-10000533,2017-06-05,3
TEC-TE-10002268,2017-06-05,4
TEC-MÁ-10000204,2017-06-05,5
MOB-SI-10001307,2017-06-05,4
MOB-SI-10002293,2017-06-05,9
MAT-ET-10002355,2017-06-05,3
MAT-GR-10004432,2017-06-05,6
TEC-AC-10001341,2017-06-05,5
MOB-LI-10000767,2017-06-05,3
MAT-GR-10002048,2017-06-05,2
MAT-SU-10003144,2017-06-05,2
TEC-TE-10001364,2017-06-05,3
MAT-CA-10004891,2017-06-05,2
MAT-PA-10000990,2017-06-05,2
MOB-SI-10002108,2017-06-05,5
TEC-AC-10001711,2017-06-05,8
TEC-TE-10001183,2017-06-05,3
MAT-AL-10004000,2017-06-05,3
MOB-SI-10002001,2017-06-05,4
MAT-SU-10003623,2017-06-05,3
MAT-AR-10001090,2017-06-05,7
TEC-AC-10001452,2017-06-05,2
MAT-AL-10004832,2017-06-05,1
TEC-TE-10000211,2017-06-05,2
MOB-MO-10003276,2017-06-05,6
MAT-SU-10003990,2017-06-05,2
MOB-MO-10003281,2017-06-05,9
TEC-AC-10001642,2017-06-05,2
MAT-GR-10004030,2017-06-05,3
MAT-AL-10001817,2017-06-05,7
MAT-SU-10004318,2017-06-05,1
TEC-MÁ-10000188,2017-06-05,2
MAT-ET-10002971,2017-06-05,3
MAT-EL-10003997,2017-06-05,7
MAT-PA-10003897,2017-06-05,2
MAT-AL-10001067,2017-06-05,3
MAT-AL-10002331,2017-06-05,5
MAT-AR-10003352,2017-06-05,2
MAT-EL-10002747,2017-06-05,3
TEC-TE-10002079,2017-06-05,3
MAT-CA-10000019,2017-06-05,3
TEC-CO-10004906,2017-06-05,1
MAT-ET-10002269,2017-06-05,5
MAT-GR-10001590,2017-06-05,4
TEC-CO-10001377,2017-06-12,4
MAT-ET-10004985,2017-06-12,14
MAT-SO-10003866,2017-06-12,4
MAT-ET-10002669,2017-06-12,2
TEC-AC-10002474,2017-06-12,5
MAT-SU-10004825,2017-06-12,5
MOB-SI-10001686,2017-06-12,7
MOB-LI-10003424,2017-06-12,4
MAT-AL-10002563,2017-06-12,3
MAT-GR-10000562,2017-06-12,4
MAT-CA-10000901,2017-06-12,3
MOB-ME-10003824,2017-06-12,2
MAT-CA-10003631,2017-06-12,2
TEC-TE-10002183,2017-06-12,4
MAT-AL-10004891,2017-06-12,9
TEC-TE-10000665,2017-06-12,4
TEC-TE-10004082,2017-06-12,1
MAT-GR-10004127,2017-06-12,3
TEC-CO-10000763,2017-06-12,3
MAT-AL-10000423,2017-06-12,1
MAT-AL-10003691,2017-06-12,3
MAT-AL-10002465,2017-06-12,2
MOB-SI-10002589,2017-06-12,7
MAT-ET-10002486,2017-06-12,6
MAT-PA-10000380,2017-06-12,1
MAT-AR-10000629,2017-06-12,3
TEC-CO-10002970,2017-06-12,4
MAT-SU-10002687,2017-06-12,2
MAT-PA-10002931,2017-06-12,7
MOB-SI-10003415,2017-06-12,4
MAT-AL-10004321,2017-06-12,4
TEC-MÁ-10000714,2017-06-12,2
MOB-LI-10004778,2017-06-12,7
MOB-LI-10001117,2017-06-12,1
TEC-AC-10002784,2017-06-12,3
MOB-SI-10000984,2017-06-12,2
MAT-ET-10002102,2017-06-12,1
MAT-ET-10001360,2017-06-12,1
MAT-ET-10000067,2017-06-12,3
MAT-PA-10003405,2017-06-12,3
MOB-SI-10002564,2017-06-12,3
MAT-GR-10001860,2017-06-12,2
MAT-ET-10002124,2017-06-12,10
MOB-LI-10000646,2017-06-12,3
MOB-LI-10003782,2017-06-12,2
MAT-PA-10004931,2017-06-12,8
MOB-LI-10003773,2017-06-12,4
MAT-EL-10003502,2017-06-12,2
MOB-SI-10002059,2017-06-12,4
TEC-TE-10001183,2017-06-12,4
MAT-ET-10003432,2017-06-12,1
MAT-CA-10002175,2017-06-12,7
MAT-AL-10000890,2017-06-12,2
MAT-CA-10001363,2017-06-12,4
TEC-AC-10002557,2017-06-12,9
MAT-EL-10004163,2017-06-12,2
TEC-CO-10000168,2017-06-12,7
MAT-AR-10001135,2017-06-12,6
MAT-AL-10003920,2017-06-12,3
MOB-SI-10004998,2017-06-12,8
MAT-SO-10001788,2017-06-12,5
MAT-SO-10001438,2017-06-12,2
MAT-GR-10001273,2017-06-12,6
MOB-MO-10001525,2017-06-12,2
MOB-MO-10002856,2017-06-12,3
MAT-CA-10004689,2017-06-12,6
MAT-AL-10003138,2017-06-19,4
MAT-AL-10003291,2017-06-19,7
TEC-CO-10001790,2017-06-19,8
MAT-GR-10000751,2017-06-19,4
MAT-AL-10000618,2017-06-19,2
MAT-AR-10000629,2017-06-19,2
TEC-CO-10000442,2017-06-19,6
MAT-SO-10002533,2017-06-19,5
MAT-AL-10003173,2017-06-19,2
MAT-PA-10002469,2017-06-19,3
MAT-AR-10001135,2017-06-19,8
MAT-PA-10004882,2017-06-19,6
TEC-TE-10002059,2017-06-19,5
MAT-PA-10003982,2017-06-19,4
MAT-AL-10000501,2017-06-19,2
MAT-AL-10000097,2017-06-19,2
MAT-SU-10003075,2017-06-19,6
MOB-SI-10003980,2017-06-19,7
MAT-CA-10004470,2017-06-19,4
TEC-CO-10001375,2017-06-19,4
MAT-AL-10003382,2017-06-19,7
MOB-LI-10000747,2017-06-19,2
MAT-SO-10001583,2017-06-19,3
MAT-GR-10001666,2017-06-19,6
MAT-ET-10001751,2017-06-19,3
MAT-CA-10002183,2017-06-19,2
MAT-SU-10002257,2017-06-19,1
MOB-LI-10000483,2017-06-19,2
MAT-ET-10004639,2017-06-19,2
MAT-PA-10003283,2017-06-19,12
MAT-CA-10001599,2017-06-19,2
TEC-AC-10002474,2017-06-19,5
MAT-SU-10001329,2017-06-19,4
MAT-CA-10000365,2017-06-19,4
TEC-AC-10002560,2017-06-19,10
MAT-SU-10001457,2017-06-19,6
MAT-GR-10000400,2017-06-19,10
MAT-ET-10001516,2017-06-19,3
MAT-ET-10003696,2017-06-19,5
TEC-TE-10002924,2017-06-19,2
MAT-GR-10002607,2017-06-19,4
MAT-PA-10003038,2017-06-19,2
MAT-AR-10000788,2017-06-19,8
MAT-SU-10004335,2017-06-19,5
MAT-SO-10002308,2017-06-19,1
TEC-CO-10002728,2017-06-19,4
MAT-AL-10002520,2017-06-19,3
MOB-LI-10002241,2017-06-19,5
MAT-EL-10004730,2017-06-19,6
MOB-LI-10002548,2017-06-19,3
MOB-LI-10002660,2017-06-19,3
MAT-SO-10004520,2017-06-19,3
MAT-AR-10003326,2017-06-19,2
TEC-CO-10004085,2017-06-19,3
MAT-CA-10004211,2017-06-19,8
MOB-ME-10000970,2017-06-19,2
MAT-CA-10001920,2017-06-19,2
MOB-LI-10002880,2017-06-19,5
TEC-TE-10002268,2017-06-19,9
MOB-SI-10002900,2017-06-19,1
MAT-AR-10000148,2017-06-19,3
MAT-AL-10002889,2017-06-19,2
TEC-CO-10004602,2017-06-19,4
MAT-GR-10002450,2017-06-19,2
MAT-ET-10001360,2017-06-19,3
MAT-GR-10001500,2017-06-19,3
MAT-EL-10004620,2017-06-19,4
MAT-SU-10004674,2017-06-19,3
MOB-SI-10001502,2017-06-19,2
MAT-SU-10003995,2017-06-19,5
TEC-MÁ-10004453,2017-06-19,2
MAT-EL-10002376,2017-06-19,2
MAT-CA-10000688,2017-06-19,2
TEC-TE-10001096,2017-06-19,3
TEC-CO-10001037,2017-06-19,2
TEC-AC-10001628,2017-06-19,4
MAT-ET-10002367,2017-06-19,6
MAT-EL-10004462,2017-06-19,3
MAT-CA-10000759,2017-06-19,3
MAT-EL-10002343,2017-06-19,6
TEC-AC-10003453,2017-06-19,10
MAT-PA-10000954,2017-06-19,2
MAT-CA-10000688,2017-06-26,2
MAT-AL-10001192,2017-06-26,3
TEC-CO-10001890,2017-06-26,4
MAT-GR-10002960,2017-06-26,5
MAT-AL-10001912,2017-06-26,3
MAT-SO-10004116,2017-06-26,2
MAT-GR-10001997,2017-06-26,2
MOB-SI-10003652,2017-06-26,3
MAT-CA-10003307,2017-06-26,2
MOB-SI-10004356,2017-06-26,12
MAT-SO-10001971,2017-06-26,3
MAT-SO-10003285,2017-06-26,2
MAT-SU-10001397,2017-06-26,2
MAT-CA-10004833,2017-06-26,2
MAT-GR-10003284,2017-06-26,3
MOB-LI-10004492,2017-06-26,2
MOB-ME-10003632,2017-06-26,3
MOB-MO-10000971,2017-06-26,7
MAT-CA-10002107,2017-06-26,3
MAT-AL-10000750,2017-06-26,2
TEC-CO-10000278,2017-06-26,3
TEC-CO-10003925,2017-06-26,1
TEC-CO-10003901,2017-06-26,8
MAT-SO-10004692,2017-06-26,2
MOB-MO-10001078,2017-06-26,3
MAT-AL-10001030,2017-06-26,3
MAT-SU-10001828,2017-06-26,2
MAT-SO-10004613,2017-06-26,6
MAT-SO-10003201,2017-06-26,6
MAT-SU-10001639,2017-06-26,2
MAT-GR-10004030,2017-06-26,5
TEC-TE-10004100,2017-06-26,3
MAT-CA-10001763,2017-06-26,4
MAT-GR-10004628,2017-06-26,2
MAT-SO-10002308,2017-06-26,3
MAT-SO-10003108,2017-06-26,2
MAT-ET-10000191,2017-06-26,4
MAT-PA-10000227,2017-06-26,2
MOB-ME-10001933,2017-06-26,3
TEC-CO-10002286,2017-06-26,6
TEC-AC-10000700,2017-06-26,3
MOB-MO-10003254,2017-06-26,5
MAT-AR-10004786,2017-06-26,3
MOB-SI-10004220,2017-06-26,2
TEC-TE-10000665,2017-06-26,1
MAT-AL-10002912,2017-06-26,2
TEC-AC-10002474,2017-06-26,5
MOB-MO-10002179,2017-06-26,3
MOB-SI-10001502,2017-06-26,2
MOB-SI-10003241,2017-06-26,4
MAT-AR-10003750,2017-06-26,4
MAT-SO-10003011,2017-06-26,2
MAT-AR-10004509,2017-06-26,3
MAT-CA-10004474,2017-06-26,5
MAT-GR-10000422,2017-06-26,5
MAT-ET-10000888,2017-06-26,4
MOB-LI-10003773,2017-06-26,2
TEC-AC-10003493,2017-06-26,4
MAT-SO-10002936,2017-06-26,3
MOB-SI-10004998,2017-06-26,2
MAT-AR-10000753,2017-06-26,5
MOB-SI-10003415,2017-06-26,6
MOB-MO-10000051,2017-06-26,3
MOB-MO-10001983,2017-06-26,7
TEC-TE-10003902,2017-06-26,3
MAT-SU-10003282,2017-06-26,3
MOB-SI-10002212,2017-06-26,1
MAT-EL-10003638,2017-06-26,2
MAT-SO-10000871,2017-06-26,3
MAT-SU-10003430,2017-06-26,2
MAT-GR-10004448,2017-06-26,2
TEC-AC-10003196,2017-06-26,4
MAT-SO-10002955,2017-06-26,3
MAT-CA-10001617,2017-06-26,6
MOB-MO-10004474,2017-06-26,9
MOB-MO-10002677,2017-06-26,2
MOB-SI-10000486,2017-06-26,3
MAT-GR-10004309,2017-06-26,7
TEC-TE-10001761,2017-06-26,4
TEC-AC-10000155,2017-06-26,3
MOB-LI-10001121,2017-06-26,2
TEC-TE-10002675,2017-06-26,6
MOB-SI-10001320,2017-06-26,3
MAT-ET-10001056,2017-06-26,2
MOB-SI-10001429,2017-06-26,5
MAT-SU-10002844,2017-06-26,2
MOB-MO-10000543,2017-06-26,2
MOB-LI-10002758,2017-07-03,4
MAT-GR-10001638,2017-07-03,1
MAT-PA-10003111,2017-07-03,2
MAT-PA-10001083,2017-07-03,7
TEC-AC-10003493,2017-07-03,2
MAT-AL-10004287,2017-07-03,4
MOB-SI-10000063,2017-07-03,3
MAT-PA-10004796,2017-07-03,7
MAT-SO-10001194,2017-07-03,5
MAT-AR-10001649,2017-07-03,4
MAT-AL-10000690,2017-07-03,5
MAT-PA-10003038,2017-07-03,2
MOB-SI-10004976,2017-07-03,5
MOB-SI-10000131,2017-07-03,2
MAT-ET-10003314,2017-07-03,5
MAT-AL-10004320,2017-07-03,9
MAT-AL-10001030,2017-07-03,5
TEC-CO-10000278,2017-07-03,3
TEC-TE-10004206,2017-07-03,5
MOB-LI-10003234,2017-07-03,5
MOB-LI-10003233,2017-07-03,2
MAT-AL-10004728,2017-07-03,3
MOB-SI-10004577,2017-07-03,4
MAT-CA-10003307,2017-07-03,2
MOB-MO-10002504,2017-07-03,2
MAT-AL-10000618,2017-07-03,2
MAT-AL-10001192,2017-07-03,4
TEC-AC-10002560,2017-07-03,2
MAT-CA-10002477,2017-07-03,2
MAT-CA-10001748,2017-07-03,3
MAT-CA-10001265,2017-07-03,5
MAT-AL-10002606,2017-07-03,1
MAT-SU-10001397,2017-07-03,3
TEC-AC-10002193,2017-07-03,3
MAT-CA-10004778,2017-07-03,8
MOB-SI-10000027,2017-07-03,7
MAT-PA-10004917,2017-07-03,6
MAT-ET-10002631,2017-07-03,2
MAT-GR-10003938,2017-07-03,3
MOB-LI-10002459,2017-07-03,2
MAT-AR-10004766,2017-07-03,2
TEC-CO-10003736,2017-07-03,3
MAT-GR-10002777,2017-07-03,7
MAT-ET-10002124,2017-07-03,1
MAT-CA-10004040,2017-07-03,7
MAT-EL-10002504,2017-07-03,4
TEC-AC-10001993,2017-07-03,7
TEC-AC-10000340,2017-07-03,2
MAT-SO-10003264,2017-07-03,5
MAT-CA-10004833,2017-07-03,6
TEC-CO-10003453,2017-07-10,2
TEC-AC-10002557,2017-07-10,6
MAT-CA-10004833,2017-07-10,7
MAT-GR-10000248,2017-07-10,1
MAT-CA-10004145,2017-07-10,4
MAT-SO-10000258,2017-07-10,2
MOB-SI-10000743,2017-07-10,4
MOB-SI-10001833,2017-07-10,2
MOB-LI-10003192,2017-07-10,3
MOB-LI-10003667,2017-07-10,3
MAT-AR-10000070,2017-07-10,14
MAT-SU-10003990,2017-07-10,10
TEC-TE-10001980,2017-07-10,3
MOB-SI-10002001,2017-07-10,1
MAT-CA-10004902,2017-07-10,5
MOB-LI-10001082,2017-07-10,2
MAT-SU-10003075,2017-07-10,5
MOB-MO-10001922,2017-07-10,4
TEC-CO-10004297,2017-07-10,6
MAT-SO-10000083,2017-07-10,2
TEC-AC-10001538,2017-07-10,4
MAT-CA-10001265,2017-07-10,1
MAT-CA-10003619,2017-07-10,2
TEC-CO-10002334,2017-07-10,1
MOB-SI-10002690,2017-07-10,3
TEC-AC-10001300,2017-07-10,2
MAT-GR-10000610,2017-07-10,2
MOB-LI-10000646,2017-07-10,2
MAT-AL-10003871,2017-07-10,3
MAT-SO-10003605,2017-07-10,2
MOB-MO-10004668,2017-07-10,2
MOB-SI-10004158,2017-07-10,9
MAT-SO-10001252,2017-07-17,5
MAT-AL-10002762,2017-07-17,3
MAT-ET-10002513,2017-07-17,3
MOB-LI-10004439,2017-07-17,5
MAT-ET-10002275,2017-07-17,1
MAT-PA-10000380,2017-07-17,6
MOB-SI-10002293,2017-07-17,6
TEC-CO-10000974,2017-07-17,2
TEC-TE-10003597,2017-07-17,1
MAT-CA-10003878,2017-07-17,1
MOB-SI-10001568,2017-07-17,2
MAT-AR-10004706,2017-07-17,5
MOB-MO-10000614,2017-07-17,9
MOB-MO-10002778,2017-07-17,6
MAT-CA-10001634,2017-07-17,1
TEC-MÁ-10003563,2017-07-17,2
MAT-PA-10004097,2017-07-17,4
MAT-SO-10000158,2017-07-17,4
MAT-EL-10003853,2017-07-17,3
MAT-GR-10002774,2017-07-17,3
